year,overall_rating,player_name,z
2007,85.5,David Beckham,2.4860715394991897
2008,81.0,David Beckham,1.8737871446986851
2009,81.5,David Beckham,1.9418187441209633
2010,79.5,David Beckham,1.6696923464318503
2011,78.5,David Beckham,1.5336291475872936
2012,78.5,David Beckham,1.5336291475872936
2013,78.0,David Beckham,1.4655975481650154
2007,85.5,Cesc Fabregas,2.4860715394991897
2008,88.0,Cesc Fabregas,2.8262295366105814
2009,87.0,Cesc Fabregas,2.6901663377660245
2010,87.0,Cesc Fabregas,2.6901663377660245
2011,87.0,Cesc Fabregas,2.6901663377660245
2012,88.0,Cesc Fabregas,2.8262295366105814
2013,86.2,Cesc Fabregas,2.5813157786903798
2014,84.6,Cesc Fabregas,2.363614660539088
2015,85.66666666666667,Cesc Fabregas,2.5087487393066166
2016,86.33333333333333,Cesc Fabregas,2.5994575385363197
2007,80.5,Gary Neville,1.805755545276407
2008,79.0,Gary Neville,1.601660747009572
2009,77.0,Gary Neville,1.3295343493204588
2010,76.0,Gary Neville,1.1934711504759021
2007,79.0,Mikael Silvestre,1.601660747009572
2008,76.0,Mikael Silvestre,1.1934711504759021
2009,76.0,Mikael Silvestre,1.1934711504759021
2010,76.0,Mikael Silvestre,1.1934711504759021
2007,86.5,Jamie Carragher,2.6221347383437466
2008,85.0,Jamie Carragher,2.4180399400769113
2009,85.0,Jamie Carragher,2.4180399400769113
2010,83.0,Jamie Carragher,2.1459135423877984
2011,81.0,Jamie Carragher,1.8737871446986851
2012,77.0,Jamie Carragher,1.3295343493204588
2013,76.66666666666667,Jamie Carragher,1.2841799497056072
2007,88.5,Steven Gerrard,2.8942611360328594
2008,88.0,Steven Gerrard,2.8262295366105814
2009,88.0,Steven Gerrard,2.8262295366105814
2010,87.0,Steven Gerrard,2.6901663377660245
2011,86.5,Steven Gerrard,2.6221347383437466
2012,85.0,Steven Gerrard,2.4180399400769113
2013,83.0,Steven Gerrard,2.1459135423877984
2014,82.55555555555556,Steven Gerrard,2.0854410095679956
2015,82.3,Steven Gerrard,2.0506693031966083
2016,81.0,Steven Gerrard,1.8737871446986851
2007,85.0,Michael Owen,2.4180399400769113
2008,81.0,Michael Owen,1.8737871446986851
2009,79.0,Michael Owen,1.601660747009572
2010,77.0,Michael Owen,1.3295343493204588
2011,75.0,Michael Owen,1.0574079516313457
2007,88.0,Rio Ferdinand,2.8262295366105814
2008,87.0,Rio Ferdinand,2.6901663377660245
2009,86.0,Rio Ferdinand,2.554103138921468
2010,85.5,Rio Ferdinand,2.4860715394991897
2011,87.0,Rio Ferdinand,2.6901663377660245
2012,83.5,Rio Ferdinand,2.2139451418100764
2013,82.8,Rio Ferdinand,2.1187009026188868
2014,79.66666666666667,Rio Ferdinand,1.692369546239277
2015,76.75,Rio Ferdinand,1.2955185496093196
2007,83.5,Paul Robinson,2.2139451418100764
2008,78.0,Paul Robinson,1.4655975481650154
2009,77.0,Paul Robinson,1.3295343493204588
2010,77.0,Paul Robinson,1.3295343493204588
2011,79.0,Paul Robinson,1.601660747009572
2012,76.5,Paul Robinson,1.2615027498981806
2007,81.0,Mark Viduka,1.8737871446986851
2008,78.0,Mark Viduka,1.4655975481650154
2007,80.0,Fredrik Ljungberg,1.7377239458541285
2009,76.0,Fredrik Ljungberg,1.1934711504759021
2010,76.0,Fredrik Ljungberg,1.1934711504759021
2007,81.0,Sylvain Wiltord,1.8737871446986851
2008,78.0,Sylvain Wiltord,1.4655975481650154
2007,91.0,Thierry Henry,3.234419133144251
2008,85.0,Thierry Henry,2.4180399400769113
2009,84.5,Thierry Henry,2.3500083406546333
2010,82.0,Thierry Henry,2.0098503435432415
2011,80.0,Thierry Henry,1.7377239458541285
2012,78.5,Thierry Henry,1.5336291475872936
2013,78.28571428571429,Thierry Henry,1.5044727478348896
2014,78.28571428571429,Thierry Henry,1.5044727478348896
2015,79.0,Thierry Henry,1.601660747009572
2007,90.5,John Terry,3.1663875337219727
2008,88.0,John Terry,2.8262295366105814
2009,86.5,John Terry,2.6221347383437466
2010,86.5,John Terry,2.6221347383437466
2011,85.5,John Terry,2.4860715394991897
2012,84.5,John Terry,2.3500083406546333
2013,83.0,John Terry,2.1459135423877984
2014,83.0,John Terry,2.1459135423877984
2015,83.4,John Terry,2.2003388219256217
2016,84.0,John Terry,2.281976741232355
2007,76.0,Thomas Hitzlsperger,1.1934711504759021
2008,78.0,Thomas Hitzlsperger,1.4655975481650154
2009,78.0,Thomas Hitzlsperger,1.4655975481650154
2010,76.0,Thomas Hitzlsperger,1.1934711504759021
2011,75.0,Thomas Hitzlsperger,1.0574079516313457
2007,86.5,Joe Cole,2.6221347383437466
2008,84.0,Joe Cole,2.281976741232355
2009,83.0,Joe Cole,2.1459135423877984
2010,80.0,Joe Cole,1.7377239458541285
2011,79.5,Joe Cole,1.6696923464318503
2012,79.5,Joe Cole,1.6696923464318503
2013,76.75,Joe Cole,1.2955185496093196
2014,74.66666666666667,Joe Cole,1.0120535520164942
2007,87.5,Frank Lampard,2.758197937188303
2008,86.0,Frank Lampard,2.554103138921468
2009,87.0,Frank Lampard,2.6901663377660245
2010,87.0,Frank Lampard,2.6901663377660245
2011,86.5,Frank Lampard,2.6221347383437466
2012,83.5,Frank Lampard,2.2139451418100764
2013,81.0,Frank Lampard,1.8737871446986851
2014,80.14285714285714,Frank Lampard,1.7571615456890646
2015,79.0,Frank Lampard,1.601660747009572
2016,77.5,Frank Lampard,1.3975659487427372
2007,78.0,Mark Schwarzer,1.4655975481650154
2008,75.0,Mark Schwarzer,1.0574079516313457
2009,78.0,Mark Schwarzer,1.4655975481650154
2010,80.0,Mark Schwarzer,1.7377239458541285
2011,80.5,Mark Schwarzer,1.805755545276407
2012,80.0,Mark Schwarzer,1.7377239458541285
2013,78.9090909090909,Mark Schwarzer,1.58929136529643
2014,76.75,Mark Schwarzer,1.2955185496093196
2007,76.5,Wayne Bridge,1.2615027498981806
2008,77.0,Wayne Bridge,1.3295343493204588
2009,77.0,Wayne Bridge,1.3295343493204588
2010,77.0,Wayne Bridge,1.3295343493204588
2007,86.5,Miroslav Klose,2.6221347383437466
2008,85.0,Miroslav Klose,2.4180399400769113
2009,84.0,Miroslav Klose,2.281976741232355
2010,83.0,Miroslav Klose,2.1459135423877984
2011,81.5,Miroslav Klose,1.9418187441209633
2012,83.0,Miroslav Klose,2.1459135423877984
2013,83.33333333333333,Miroslav Klose,2.19126794200265
2014,81.66666666666667,Miroslav Klose,1.9644959439283902
2015,80.5,Miroslav Klose,1.805755545276407
2016,79.25,Miroslav Klose,1.635676546720711
2007,78.0,Robert Kovac,1.4655975481650154
2008,76.0,Robert Kovac,1.1934711504759021
2009,75.0,Robert Kovac,1.0574079516313457
2007,81.0,Owen Hargreaves,1.8737871446986851
2008,83.0,Owen Hargreaves,2.1459135423877984
2009,82.0,Owen Hargreaves,2.0098503435432415
2010,81.5,Owen Hargreaves,1.9418187441209633
2011,79.0,Owen Hargreaves,1.601660747009572
2012,78.0,Owen Hargreaves,1.4655975481650154
2007,80.0,Roque Santa Cruz,1.7377239458541285
2008,83.0,Roque Santa Cruz,2.1459135423877984
2009,80.5,Roque Santa Cruz,1.805755545276407
2010,80.0,Roque Santa Cruz,1.7377239458541285
2011,79.0,Roque Santa Cruz,1.601660747009572
2012,76.0,Roque Santa Cruz,1.1934711504759021
2013,75.5,Roque Santa Cruz,1.125439551053624
2014,76.0,Roque Santa Cruz,1.1934711504759021
2015,74.8,Roque Santa Cruz,1.0301953118624338
2007,85.5,Jens Lehmann,2.4860715394991897
2008,80.0,Jens Lehmann,1.7377239458541285
2009,80.0,Jens Lehmann,1.7377239458541285
2010,79.0,Jens Lehmann,1.601660747009572
2007,85.5,Christoph Metzelder,2.4860715394991897
2008,80.0,Christoph Metzelder,1.7377239458541285
2009,79.5,Christoph Metzelder,1.6696923464318503
2010,78.0,Christoph Metzelder,1.4655975481650154
2011,77.0,Christoph Metzelder,1.3295343493204588
2012,75.0,Christoph Metzelder,1.0574079516313457
2007,80.0,Giovanni van Bronckhorst,1.7377239458541285
2008,79.0,Giovanni van Bronckhorst,1.601660747009572
2007,82.0,Raul,2.0098503435432415
2008,82.0,Raul,2.0098503435432415
2009,81.5,Raul,1.9418187441209633
2010,78.5,Raul,1.5336291475872936
2011,80.0,Raul,1.7377239458541285
2012,81.0,Raul,1.8737871446986851
2007,89.0,Iker Casillas,2.962292735455138
2008,91.0,Iker Casillas,3.234419133144251
2009,90.5,Iker Casillas,3.1663875337219727
2010,89.5,Iker Casillas,3.0303243348774163
2011,88.5,Iker Casillas,2.8942611360328594
2012,89.0,Iker Casillas,2.962292735455138
2013,87.5,Iker Casillas,2.758197937188303
2014,84.0,Iker Casillas,2.281976741232355
2015,83.8,Iker Casillas,2.254764101463443
2016,82.5,Iker Casillas,2.07788194296552
2007,76.5,Michel Salgado,1.2615027498981806
2007,84.0,Pepe Reina,2.281976741232355
2008,84.0,Pepe Reina,2.281976741232355
2009,84.0,Pepe Reina,2.281976741232355
2010,84.5,Pepe Reina,2.3500083406546333
2011,84.5,Pepe Reina,2.3500083406546333
2012,84.0,Pepe Reina,2.281976741232355
2013,83.0,Pepe Reina,2.1459135423877984
2014,82.0,Pepe Reina,2.0098503435432415
2015,80.0,Pepe Reina,1.7377239458541285
2016,80.75,Pepe Reina,1.839771344987546
2007,88.5,Carles Puyol,2.8942611360328594
2008,88.0,Carles Puyol,2.8262295366105814
2009,88.0,Carles Puyol,2.8262295366105814
2010,87.5,Carles Puyol,2.758197937188303
2011,86.0,Carles Puyol,2.554103138921468
2012,86.0,Carles Puyol,2.554103138921468
2013,85.0,Carles Puyol,2.4180399400769113
2014,83.0,Carles Puyol,2.1459135423877984
2007,82.5,Simao,2.07788194296552
2008,84.0,Simao,2.281976741232355
2009,84.0,Simao,2.281976741232355
2010,82.5,Simao,2.07788194296552
2011,81.0,Simao,1.8737871446986851
2012,81.0,Simao,1.8737871446986851
2013,76.42857142857143,Simao,1.2517839499807124
2007,80.0,Leonardo Franco,1.7377239458541285
2008,79.0,Leonardo Franco,1.601660747009572
2009,78.5,Leonardo Franco,1.5336291475872936
2010,78.0,Leonardo Franco,1.4655975481650154
2007,79.5,David Albelda,1.6696923464318503
2008,79.0,David Albelda,1.601660747009572
2009,78.5,David Albelda,1.5336291475872936
2010,78.5,David Albelda,1.5336291475872936
2011,77.0,David Albelda,1.3295343493204588
2012,76.5,David Albelda,1.2615027498981806
2013,75.6,David Albelda,1.1390458709380789
2007,77.5,Guy Demel,1.3975659487427372
2007,76.5,Marcus Hahnemann,1.2615027498981806
2007,81.5,Gabriel Heinze,1.9418187441209633
2008,80.0,Gabriel Heinze,1.7377239458541285
2009,79.0,Gabriel Heinze,1.601660747009572
2010,79.0,Gabriel Heinze,1.601660747009572
2011,75.0,Gabriel Heinze,1.0574079516313457
2013,75.5,Gabriel Heinze,1.125439551053624
2014,75.0,Gabriel Heinze,1.0574079516313457
2007,87.0,Michael Essien,2.6901663377660245
2008,86.0,Michael Essien,2.554103138921468
2009,85.5,Michael Essien,2.4860715394991897
2010,85.5,Michael Essien,2.4860715394991897
2011,84.5,Michael Essien,2.3500083406546333
2012,82.5,Michael Essien,2.07788194296552
2013,81.0,Michael Essien,1.8737871446986851
2014,77.3076923076923,Michael Essien,1.3713999489649376
2007,77.0,David Jemmali,1.3295343493204588
2007,85.0,Florent Malouda,2.4180399400769113
2008,83.0,Florent Malouda,2.1459135423877984
2009,81.5,Florent Malouda,1.9418187441209633
2010,83.0,Florent Malouda,2.1459135423877984
2011,83.5,Florent Malouda,2.2139451418100764
2012,81.5,Florent Malouda,1.9418187441209633
2013,78.0,Florent Malouda,1.4655975481650154
2014,77.0,Florent Malouda,1.3295343493204588
2007,81.0,Daniele De Rossi,1.8737871446986851
2008,85.0,Daniele De Rossi,2.4180399400769113
2009,85.0,Daniele De Rossi,2.4180399400769113
2010,84.0,Daniele De Rossi,2.281976741232355
2011,83.0,Daniele De Rossi,2.1459135423877984
2012,85.0,Daniele De Rossi,2.4180399400769113
2013,84.9,Daniele De Rossi,2.4044336201924565
2014,84.18181818181819,Daniele De Rossi,2.3067155046586385
2015,83.33333333333333,Daniele De Rossi,2.19126794200265
2016,82.0,Daniele De Rossi,2.0098503435432415
2007,85.5,"Juninho Pernambucano,20",2.4860715394991897
2008,76.0,"Juninho Pernambucano,20",1.1934711504759021
2011,76.0,"Juninho Pernambucano,20",1.1934711504759021
2012,77.0,"Juninho Pernambucano,20",1.3295343493204588
2013,77.23076923076923,"Juninho Pernambucano,20",1.3609335490538175
2007,85.5,Deco,2.4860715394991897
2008,85.0,Deco,2.4180399400769113
2009,82.0,Deco,2.0098503435432415
2010,81.0,Deco,1.8737871446986851
2011,77.5,Deco,1.3975659487427372
2012,78.0,Deco,1.4655975481650154
2013,78.28571428571429,Deco,1.5044727478348896
2007,77.5,Lucas Neill,1.3975659487427372
2008,78.0,Lucas Neill,1.4655975481650154
2009,77.0,Lucas Neill,1.3295343493204588
2010,78.0,Lucas Neill,1.4655975481650154
2011,76.5,Lucas Neill,1.2615027498981806
2007,83.0,Tim Borowski,2.1459135423877984
2008,80.0,Tim Borowski,1.7377239458541285
2009,78.0,Tim Borowski,1.4655975481650154
2010,76.0,Tim Borowski,1.1934711504759021
2007,82.0,Tomas Ujfalusi,2.0098503435432415
2008,81.0,Tomas Ujfalusi,1.8737871446986851
2009,80.5,Tomas Ujfalusi,1.805755545276407
2010,78.5,Tomas Ujfalusi,1.5336291475872936
2011,78.0,Tomas Ujfalusi,1.4655975481650154
2012,77.0,Tomas Ujfalusi,1.3295343493204588
2013,78.0,Tomas Ujfalusi,1.4655975481650154
2007,87.5,Adriano,2.758197937188303
2008,83.0,Adriano,2.1459135423877984
2009,80.0,Adriano,1.7377239458541285
2010,81.0,Adriano,1.8737871446986851
2011,77.0,Adriano,1.3295343493204588
2007,78.0,Bakari Kone,1.4655975481650154
2008,80.0,Bakari Kone,1.7377239458541285
2007,75.5,Oguchi Onyewu,1.125439551053624
2009,76.0,Oguchi Onyewu,1.1934711504759021
2010,75.5,Oguchi Onyewu,1.125439551053624
2012,76.0,Oguchi Onyewu,1.1934711504759021
2007,81.0,Josip Simunic,1.8737871446986851
2008,81.0,Josip Simunic,1.8737871446986851
2009,81.5,Josip Simunic,1.9418187441209633
2010,81.0,Josip Simunic,1.8737871446986851
2011,78.0,Josip Simunic,1.4655975481650154
2012,76.0,Josip Simunic,1.1934711504759021
2007,78.5,Claude Makelele,1.5336291475872936
2008,79.0,Claude Makelele,1.601660747009572
2009,80.0,Claude Makelele,1.7377239458541285
2010,75.5,Claude Makelele,1.125439551053624
2007,87.5,Luis Figo,2.758197937188303
2008,79.0,Luis Figo,1.601660747009572
2009,78.0,Luis Figo,1.4655975481650154
2007,85.5,Michael Ballack,2.4860715394991897
2008,86.0,Michael Ballack,2.554103138921468
2009,84.5,Michael Ballack,2.3500083406546333
2010,84.5,Michael Ballack,2.3500083406546333
2011,81.5,Michael Ballack,1.9418187441209633
2012,80.0,Michael Ballack,1.7377239458541285
2007,79.5,Landon Donovan,1.6696923464318503
2008,80.0,Landon Donovan,1.7377239458541285
2009,81.0,Landon Donovan,1.8737871446986851
2010,81.5,Landon Donovan,1.9418187441209633
2011,81.5,Landon Donovan,1.9418187441209633
2012,82.0,Landon Donovan,2.0098503435432415
2013,78.13333333333334,Landon Donovan,1.483739308010957
2014,78.4,Landon Donovan,1.5200228277028387
2015,79.0,Landon Donovan,1.601660747009572
2007,79.0,Oliver Neuville,1.601660747009572
2008,76.0,Oliver Neuville,1.1934711504759021
2007,82.0,Timo Hildebrand,2.0098503435432415
2008,80.0,Timo Hildebrand,1.7377239458541285
2009,77.5,Timo Hildebrand,1.3975659487427372
2013,75.0909090909091,Timo Hildebrand,1.0697773333444875
2007,83.0,Mladen Krstajic,2.1459135423877984
2008,78.0,Mladen Krstajic,1.4655975481650154
2009,76.0,Mladen Krstajic,1.1934711504759021
2007,86.0,Torsten Frings,2.554103138921468
2008,85.0,Torsten Frings,2.4180399400769113
2009,82.5,Torsten Frings,2.07788194296552
2010,81.5,Torsten Frings,1.9418187441209633
2011,78.5,Torsten Frings,1.5336291475872936
2007,78.0,Sebastian Kehl,1.4655975481650154
2008,79.0,Sebastian Kehl,1.601660747009572
2009,80.0,Sebastian Kehl,1.7377239458541285
2010,79.5,Sebastian Kehl,1.6696923464318503
2011,77.5,Sebastian Kehl,1.3975659487427372
2012,78.5,Sebastian Kehl,1.5336291475872936
2013,78.85714285714286,Sebastian Kehl,1.582223147174636
2014,78.0,Sebastian Kehl,1.4655975481650154
2015,78.0,Sebastian Kehl,1.4655975481650154
2007,87.5,Luca Toni,2.758197937188303
2008,87.0,Luca Toni,2.6901663377660245
2009,84.0,Luca Toni,2.281976741232355
2010,78.5,Luca Toni,1.5336291475872936
2011,76.0,Luca Toni,1.1934711504759021
2012,75.0,Luca Toni,1.0574079516313457
2015,75.5,Luca Toni,1.125439551053624
2016,76.0,Luca Toni,1.1934711504759021
2007,80.5,Massimo Oddo,1.805755545276407
2008,79.0,Massimo Oddo,1.601660747009572
2009,77.5,Massimo Oddo,1.3975659487427372
2007,82.0,Vincenzo Iaquinta,2.0098503435432415
2008,84.0,Vincenzo Iaquinta,2.281976741232355
2009,83.0,Vincenzo Iaquinta,2.1459135423877984
2010,81.0,Vincenzo Iaquinta,1.8737871446986851
2011,77.5,Vincenzo Iaquinta,1.3975659487427372
2012,76.0,Vincenzo Iaquinta,1.1934711504759021
2007,83.0,Marco Amelia,2.1459135423877984
2008,79.0,Marco Amelia,1.601660747009572
2009,79.0,Marco Amelia,1.601660747009572
2010,78.0,Marco Amelia,1.4655975481650154
2011,77.5,Marco Amelia,1.3975659487427372
2012,77.0,Marco Amelia,1.3295343493204588
2013,75.0,Marco Amelia,1.0574079516313457
2007,89.0,Francesco Totti,2.962292735455138
2008,87.0,Francesco Totti,2.6901663377660245
2009,86.5,Francesco Totti,2.6221347383437466
2010,83.5,Francesco Totti,2.2139451418100764
2011,80.5,Francesco Totti,1.805755545276407
2012,79.5,Francesco Totti,1.6696923464318503
2013,80.84615384615384,Francesco Totti,1.8528543448764447
2014,80.72727272727273,Francesco Totti,1.8366789995592614
2015,80.0,Francesco Totti,1.7377239458541285
2016,79.0,Francesco Totti,1.601660747009572
2007,75.0,Martin Jiranek,1.0574079516313457
2009,78.0,Martin Jiranek,1.4655975481650154
2010,76.0,Martin Jiranek,1.1934711504759021
2007,85.5,Marco Materazzi,2.4860715394991897
2008,81.0,Marco Materazzi,1.8737871446986851
2009,79.5,Marco Materazzi,1.6696923464318503
2010,78.0,Marco Materazzi,1.4655975481650154
2011,76.0,Marco Materazzi,1.1934711504759021
2007,92.0,Gianluigi Buffon,3.3704823319888075
2008,90.0,Gianluigi Buffon,3.0983559342996942
2009,89.0,Gianluigi Buffon,2.962292735455138
2010,87.0,Gianluigi Buffon,2.6901663377660245
2011,85.0,Gianluigi Buffon,2.4180399400769113
2012,86.5,Gianluigi Buffon,2.6221347383437466
2013,86.5,Gianluigi Buffon,2.6221347383437466
2014,82.875,Gianluigi Buffon,2.128905642532229
2015,83.66666666666667,Gianluigi Buffon,2.2366223416175033
2016,84.0,Gianluigi Buffon,2.281976741232355
2007,78.0,Stephen Appiah,1.4655975481650154
2007,86.0,Dida,2.554103138921468
2008,76.0,Dida,1.1934711504759021
2007,81.5,Gennaro Gattuso,1.9418187441209633
2008,82.0,Gennaro Gattuso,2.0098503435432415
2009,83.0,Gennaro Gattuso,2.1459135423877984
2010,78.5,Gennaro Gattuso,1.5336291475872936
2011,77.5,Gennaro Gattuso,1.3975659487427372
2012,77.0,Gennaro Gattuso,1.3295343493204588
2013,77.5,Gennaro Gattuso,1.3975659487427372
2007,91.0,Alessandro Nesta,3.234419133144251
2008,88.0,Alessandro Nesta,2.8262295366105814
2009,84.0,Alessandro Nesta,2.281976741232355
2010,84.5,Alessandro Nesta,2.3500083406546333
2011,84.0,Alessandro Nesta,2.281976741232355
2012,83.0,Alessandro Nesta,2.1459135423877984
2013,78.22222222222223,Alessandro Nesta,1.4958338145749177
2007,81.0,Dejan Stankovic,1.8737871446986851
2008,82.0,Dejan Stankovic,2.0098503435432415
2009,82.0,Dejan Stankovic,2.0098503435432415
2010,80.5,Dejan Stankovic,1.805755545276407
2011,80.5,Dejan Stankovic,1.805755545276407
2012,80.0,Dejan Stankovic,1.7377239458541285
2013,78.375,Dejan Stankovic,1.516621247731724
2007,86.5,Pavel Nedved,2.6221347383437466
2008,81.0,Pavel Nedved,1.8737871446986851
2009,80.0,Pavel Nedved,1.7377239458541285
2007,86.0,Edwin van der Sar,2.554103138921468
2008,85.0,Edwin van der Sar,2.4180399400769113
2009,84.0,Edwin van der Sar,2.281976741232355
2010,83.0,Edwin van der Sar,2.1459135423877984
2011,83.0,Edwin van der Sar,2.1459135423877984
2007,87.0,Alessandro Del Piero,2.6901663377660245
2008,87.0,Alessandro Del Piero,2.6901663377660245
2009,86.5,Alessandro Del Piero,2.6221347383437466
2010,81.5,Alessandro Del Piero,1.9418187441209633
2011,80.0,Alessandro Del Piero,1.7377239458541285
2012,77.0,Alessandro Del Piero,1.3295343493204588
2013,76.0,Alessandro Del Piero,1.1934711504759021
2007,89.0,David Trezeguet,2.962292735455138
2008,86.0,David Trezeguet,2.554103138921468
2009,82.0,David Trezeguet,2.0098503435432415
2010,79.5,David Trezeguet,1.6696923464318503
2011,76.0,David Trezeguet,1.1934711504759021
2012,76.0,David Trezeguet,1.1934711504759021
2013,75.16666666666667,David Trezeguet,1.0800851514387724
2007,81.5,Filippo Inzaghi,1.9418187441209633
2008,80.0,Filippo Inzaghi,1.7377239458541285
2009,78.5,Filippo Inzaghi,1.5336291475872936
2010,75.0,Filippo Inzaghi,1.0574079516313457
2011,76.0,Filippo Inzaghi,1.1934711504759021
2007,87.5,Andrea Pirlo,2.758197937188303
2008,87.0,Andrea Pirlo,2.6901663377660245
2009,86.0,Andrea Pirlo,2.554103138921468
2010,83.5,Andrea Pirlo,2.2139451418100764
2011,82.0,Andrea Pirlo,2.0098503435432415
2012,86.0,Andrea Pirlo,2.554103138921468
2013,86.25,Andrea Pirlo,2.5881189386326073
2014,84.2,Andrea Pirlo,2.3091893810012665
2015,83.2,Andrea Pirlo,2.17312618215671
2016,81.5,Andrea Pirlo,1.9418187441209633
2007,76.5,Nuno Gomes,1.2615027498981806
2008,75.0,Nuno Gomes,1.0574079516313457
2009,76.0,Nuno Gomes,1.1934711504759021
2010,75.5,Nuno Gomes,1.125439551053624
2007,78.5,Luis Boa Morte,1.5336291475872936
2008,75.0,Luis Boa Morte,1.0574079516313457
2009,75.0,Luis Boa Morte,1.0574079516313457
2007,82.5,Louis Saha,2.07788194296552
2008,80.0,Louis Saha,1.7377239458541285
2009,79.0,Louis Saha,1.601660747009572
2010,81.5,Louis Saha,1.9418187441209633
2011,79.5,Louis Saha,1.6696923464318503
2012,77.0,Louis Saha,1.3295343493204588
2013,76.0,Louis Saha,1.1934711504759021
2007,78.5,Olof Mellberg,1.5336291475872936
2008,77.0,Olof Mellberg,1.3295343493204588
2009,77.0,Olof Mellberg,1.3295343493204588
2010,79.0,Olof Mellberg,1.601660747009572
2011,78.0,Olof Mellberg,1.4655975481650154
2012,78.0,Olof Mellberg,1.4655975481650154
2013,75.5,Olof Mellberg,1.125439551053624
2007,84.0,Eric Abidal,2.281976741232355
2008,84.0,Eric Abidal,2.281976741232355
2009,82.5,Eric Abidal,2.07788194296552
2010,82.0,Eric Abidal,2.0098503435432415
2011,81.0,Eric Abidal,1.8737871446986851
2012,79.5,Eric Abidal,1.6696923464318503
2013,77.33333333333333,Eric Abidal,1.3748887489353103
2014,76.33333333333333,Eric Abidal,1.2388255500907537
2007,83.5,Gael Givet,2.2139451418100764
2008,75.0,Gael Givet,1.0574079516313457
2009,75.0,Gael Givet,1.0574079516313457
2007,85.5,Rafael Marquez,2.4860715394991897
2008,83.0,Rafael Marquez,2.1459135423877984
2009,84.0,Rafael Marquez,2.281976741232355
2010,81.5,Rafael Marquez,1.9418187441209633
2011,80.0,Rafael Marquez,1.7377239458541285
2012,75.0,Rafael Marquez,1.0574079516313457
2014,75.5,Rafael Marquez,1.125439551053624
2015,75.25,Rafael Marquez,1.0914237513424847
2016,75.5,Rafael Marquez,1.125439551053624
2007,83.5,Mickael Landreau,2.2139451418100764
2008,81.0,Mickael Landreau,1.8737871446986851
2009,79.0,Mickael Landreau,1.601660747009572
2010,79.0,Mickael Landreau,1.601660747009572
2011,79.5,Mickael Landreau,1.6696923464318503
2012,81.0,Mickael Landreau,1.8737871446986851
2013,81.75,Mickael Landreau,1.9758345438321026
2014,81.0,Mickael Landreau,1.8737871446986851
2007,91.0,Ronaldinho,3.234419133144251
2008,87.0,Ronaldinho,2.6901663377660245
2009,84.5,Ronaldinho,2.3500083406546333
2010,83.5,Ronaldinho,2.2139451418100764
2011,83.0,Ronaldinho,2.1459135423877984
2012,83.5,Ronaldinho,2.2139451418100764
2013,82.14285714285714,Ronaldinho,2.029287943378178
2014,80.5,Ronaldinho,1.805755545276407
2015,78.66666666666667,Ronaldinho,1.5563063473947205
2010,75.5,Masoud Shojaei,1.125439551053624
2007,83.0,Simone Perrotta,2.1459135423877984
2008,81.0,Simone Perrotta,1.8737871446986851
2009,80.0,Simone Perrotta,1.7377239458541285
2010,78.5,Simone Perrotta,1.5336291475872936
2011,77.0,Simone Perrotta,1.3295343493204588
2007,77.5,David Jarolim,1.3975659487427372
2008,77.0,David Jarolim,1.3295343493204588
2009,78.5,David Jarolim,1.5336291475872936
2010,78.0,David Jarolim,1.4655975481650154
2011,76.5,David Jarolim,1.2615027498981806
2007,83.0,Juanito,2.1459135423877984
2008,79.0,Juanito,1.601660747009572
2009,78.0,Juanito,1.4655975481650154
2010,75.5,Juanito,1.125439551053624
2007,82.5,Carlos Marchena,2.07788194296552
2008,82.0,Carlos Marchena,2.0098503435432415
2009,82.0,Carlos Marchena,2.0098503435432415
2010,81.0,Carlos Marchena,1.8737871446986851
2011,79.5,Carlos Marchena,1.6696923464318503
2012,75.5,Carlos Marchena,1.125439551053624
2007,80.5,Ivan Klasnic,1.805755545276407
2008,80.0,Ivan Klasnic,1.7377239458541285
2007,82.0,Ivica Olic,2.0098503435432415
2008,79.0,Ivica Olic,1.601660747009572
2009,81.0,Ivica Olic,1.8737871446986851
2010,81.5,Ivica Olic,1.9418187441209633
2011,80.5,Ivica Olic,1.805755545276407
2012,79.0,Ivica Olic,1.601660747009572
2013,78.0,Ivica Olic,1.4655975481650154
2014,78.6,Ivica Olic,1.5472354674717486
2015,77.5,Ivica Olic,1.3975659487427372
2007,79.0,Shinji Ono,1.601660747009572
2008,78.0,Shinji Ono,1.4655975481650154
2009,75.0,Shinji Ono,1.0574079516313457
2007,77.5,Hugo Viana,1.3975659487427372
2008,75.0,Hugo Viana,1.0574079516313457
2010,75.5,Hugo Viana,1.125439551053624
2011,79.0,Hugo Viana,1.601660747009572
2012,78.5,Hugo Viana,1.5336291475872936
2013,78.0,Hugo Viana,1.4655975481650154
2008,79.0,Petit,1.601660747009572
2009,78.0,Petit,1.4655975481650154
2010,76.0,Petit,1.1934711504759021
2011,75.0,Petit,1.0574079516313457
2007,78.0,Ji-Sung Park,1.4655975481650154
2008,78.0,Ji-Sung Park,1.4655975481650154
2009,80.0,Ji-Sung Park,1.7377239458541285
2010,78.5,Ji-Sung Park,1.5336291475872936
2011,80.5,Ji-Sung Park,1.805755545276407
2012,80.0,Ji-Sung Park,1.7377239458541285
2013,76.66666666666667,Ji-Sung Park,1.2841799497056072
2014,78.0,Ji-Sung Park,1.4655975481650154
2007,77.0,Erik Edman,1.3295343493204588
2008,75.5,Erik Edman,1.125439551053624
