year,overall_rating,player_name,z
2007,77.0,Kenneth Perez,1.3295343493204588
2009,75.0,Kenneth Perez,1.0574079516313457
2010,75.0,Kenneth Perez,1.0574079516313457
2007,87.0,Zlatan Ibrahimovic,2.6901663377660245
2008,88.0,Zlatan Ibrahimovic,2.8262295366105814
2009,88.5,Zlatan Ibrahimovic,2.8942611360328594
2010,86.5,Zlatan Ibrahimovic,2.6221347383437466
2011,87.0,Zlatan Ibrahimovic,2.6901663377660245
2012,88.0,Zlatan Ibrahimovic,2.8262295366105814
2013,89.0,Zlatan Ibrahimovic,2.962292735455138
2014,89.75,Zlatan Ibrahimovic,3.064340134588555
2015,89.0,Zlatan Ibrahimovic,2.962292735455138
2011,75.5,Gary Hooper,1.125439551053624
2012,76.0,Gary Hooper,1.1934711504759021
2007,75.5,Tomasz Kuszczak,1.125439551053624
2008,75.0,Tomasz Kuszczak,1.0574079516313457
2010,75.0,Tomasz Kuszczak,1.0574079516313457
2011,75.0,Tomasz Kuszczak,1.0574079516313457
2007,78.0,Clemens Fritz,1.4655975481650154
2008,79.0,Clemens Fritz,1.601660747009572
2009,76.5,Clemens Fritz,1.2615027498981806
2012,76.0,Clemens Fritz,1.1934711504759021
2007,78.5,Mohamed Zidan,1.5336291475872936
2008,76.0,Mohamed Zidan,1.1934711504759021
2009,76.0,Mohamed Zidan,1.1934711504759021
2010,77.0,Mohamed Zidan,1.3295343493204588
2011,76.0,Mohamed Zidan,1.1934711504759021
2012,75.0,Mohamed Zidan,1.0574079516313457
2007,76.0,Boubacar Sanogo,1.1934711504759021
2008,78.0,Boubacar Sanogo,1.4655975481650154
2009,76.5,Boubacar Sanogo,1.2615027498981806
2010,76.0,Boubacar Sanogo,1.1934711504759021
2007,80.0,Halil Altintop,1.7377239458541285
2008,77.0,Halil Altintop,1.3295343493204588
2009,76.0,Halil Altintop,1.1934711504759021
2010,76.0,Halil Altintop,1.1934711504759021
2015,75.25,Halil Altintop,1.0914237513424847
2016,75.0,Halil Altintop,1.0574079516313457
2015,75.83333333333333,Niko Bungert,1.1707939506684755
2016,76.0,Niko Bungert,1.1934711504759021
2012,76.0,Karim Haggui,1.1934711504759021
2008,75.0,Vaclav Sverkos,1.0574079516313457
2009,76.0,Vaclav Sverkos,1.1934711504759021
2009,76.0,Sejad Salihovic,1.1934711504759021
2010,76.0,Sejad Salihovic,1.1934711504759021
2011,75.5,Sejad Salihovic,1.125439551053624
2012,77.0,Sejad Salihovic,1.3295343493204588
2013,77.14285714285714,Sejad Salihovic,1.3489719491553949
2014,77.0,Sejad Salihovic,1.3295343493204588
2015,76.0,Sejad Salihovic,1.1934711504759021
2007,76.0,Steven Pienaar,1.1934711504759021
2008,77.0,Steven Pienaar,1.3295343493204588
2009,76.0,Steven Pienaar,1.1934711504759021
2010,79.5,Steven Pienaar,1.6696923464318503
2011,79.0,Steven Pienaar,1.601660747009572
2012,77.5,Steven Pienaar,1.3975659487427372
2013,80.0,Steven Pienaar,1.7377239458541285
2014,79.0,Steven Pienaar,1.601660747009572
2015,77.5,Steven Pienaar,1.3975659487427372
2007,75.5,Marco Streller,1.125439551053624
2007,75.0,Thomas Broich,1.0574079516313457
2007,75.0,Markus Feulner,1.0574079516313457
2009,77.5,Dennis Eilhoff,1.3975659487427372
2007,80.0,Albert Streit,1.7377239458541285
2008,79.0,Albert Streit,1.601660747009572
2009,75.5,Albert Streit,1.125439551053624
2007,76.0,Jacek Krzynowek,1.1934711504759021
2008,76.0,Maik Franz,1.1934711504759021
2010,75.0,Maik Franz,1.0574079516313457
2009,80.0,Vedad Ibisevic,1.7377239458541285
2010,77.5,Vedad Ibisevic,1.3975659487427372
2011,76.0,Vedad Ibisevic,1.1934711504759021
2012,77.0,Vedad Ibisevic,1.3295343493204588
2013,79.33333333333333,Vedad Ibisevic,1.6470151466244236
2014,79.5,Vedad Ibisevic,1.6696923464318503
2015,75.75,Vedad Ibisevic,1.1594553507647631
2016,76.375,Vedad Ibisevic,1.244494850042611
2016,75.0,Matthias Lehmann,1.0574079516313457
2008,75.0,Vlad Munteanu,1.0574079516313457
2012,75.0,Valter Birsa,1.0574079516313457
2013,74.78571428571429,Valter Birsa,1.0282515518789415
2015,75.0,Valter Birsa,1.0574079516313457
2016,75.0,Valter Birsa,1.0574079516313457
2008,75.0,Jeremie Brechet,1.0574079516313457
2013,77.0,Patrick Ebert,1.3295343493204588
2014,77.0,Patrick Ebert,1.3295343493204588
2008,77.0,Tamas Hajnal,1.3295343493204588
2009,78.5,Tamas Hajnal,1.5336291475872936
2010,77.5,Tamas Hajnal,1.3975659487427372
2011,75.5,Tamas Hajnal,1.125439551053624
2012,76.5,Tamas Hajnal,1.2615027498981806
2009,76.5,Serdar Tasci,1.2615027498981806
2010,77.0,Serdar Tasci,1.3295343493204588
2011,76.0,Serdar Tasci,1.1934711504759021
2012,78.0,Serdar Tasci,1.4655975481650154
2013,77.66666666666667,Serdar Tasci,1.4202431485501639
2014,77.0,Serdar Tasci,1.3295343493204588
2015,79.0,Serdar Tasci,1.601660747009572
2016,79.0,Serdar Tasci,1.601660747009572
2007,79.0,Fernando Belluschi,1.601660747009572
2008,78.5,Fernando Belluschi,1.5336291475872936
2009,79.0,Fernando Belluschi,1.601660747009572
2010,78.0,Fernando Belluschi,1.4655975481650154
2011,79.0,Fernando Belluschi,1.601660747009572
2012,75.0,Fernando Belluschi,1.0574079516313457
2014,75.0,Fernando Belluschi,1.0574079516313457
2015,75.625,Fernando Belluschi,1.1424474509091935
2016,75.75,Fernando Belluschi,1.1594553507647631
2009,75.0,Jerome Boateng,1.0574079516313457
2010,77.0,Jerome Boateng,1.3295343493204588
2011,77.5,Jerome Boateng,1.3975659487427372
2012,79.0,Jerome Boateng,1.601660747009572
2013,80.875,Jerome Boateng,1.8567792448431155
2014,84.33333333333333,Jerome Boateng,2.3273311408472064
2015,86.71428571428571,Jerome Boateng,2.6512911380961506
2016,87.0,Jerome Boateng,2.6901663377660245
2012,75.5,Manuel Schmiedebach,1.125439551053624
2014,74.66666666666667,Manuel Schmiedebach,1.0120535520164942
2015,75.375,Manuel Schmiedebach,1.1084316511980543
2016,75.0,Manuel Schmiedebach,1.0574079516313457
2014,76.5,Olcay Sahan,1.2615027498981806
2015,77.33333333333333,Olcay Sahan,1.3748887489353103
2016,75.5,Olcay Sahan,1.125439551053624
2010,75.5,Konstantinos Mitroglou,1.125439551053624
2013,77.42857142857143,Konstantinos Mitroglou,1.387847148825269
2014,78.0,Konstantinos Mitroglou,1.4655975481650154
2015,78.0,Konstantinos Mitroglou,1.4655975481650154
2016,78.33333333333333,Konstantinos Mitroglou,1.510951947779867
2008,75.0,Wayne Hennessey,1.0574079516313457
2009,75.0,Wayne Hennessey,1.0574079516313457
2011,75.0,Wayne Hennessey,1.0574079516313457
2012,75.5,Wayne Hennessey,1.125439551053624
2007,79.0,David James,1.601660747009572
2008,83.0,David James,2.1459135423877984
2009,80.5,David James,1.805755545276407
2010,79.0,David James,1.601660747009572
2008,77.0,Scott Carson,1.3295343493204588
2009,75.0,Scott Carson,1.0574079516313457
2011,75.0,Scott Carson,1.0574079516313457
2012,75.0,Scott Carson,1.0574079516313457
2013,74.66666666666667,Scott Carson,1.0120535520164942
2007,76.5,Robert Green,1.2615027498981806
2008,80.0,Robert Green,1.7377239458541285
2009,80.5,Robert Green,1.805755545276407
2010,79.5,Robert Green,1.6696923464318503
2011,78.0,Robert Green,1.4655975481650154
2012,76.5,Robert Green,1.2615027498981806
2013,76.0,Robert Green,1.1934711504759021
2014,75.0,Robert Green,1.0574079516313457
2015,76.0,Robert Green,1.1934711504759021
2016,76.0,Robert Green,1.1934711504759021
2009,78.0,Mesut Oezil,1.4655975481650154
2010,82.0,Mesut Oezil,2.0098503435432415
2011,85.0,Mesut Oezil,2.4180399400769113
2012,86.5,Mesut Oezil,2.6221347383437466
2013,87.0,Mesut Oezil,2.6901663377660245
2014,86.77777777777777,Mesut Oezil,2.6599300713561225
2015,86.33333333333333,Mesut Oezil,2.5994575385363197
2016,88.0,Mesut Oezil,2.8262295366105814
2009,76.0,Mats Hummels,1.1934711504759021
2010,78.5,Mats Hummels,1.5336291475872936
2011,82.5,Mats Hummels,2.07788194296552
2012,84.5,Mats Hummels,2.3500083406546333
2013,85.0,Mats Hummels,2.4180399400769113
2014,85.5,Mats Hummels,2.4860715394991897
2015,86.0,Mats Hummels,2.554103138921468
2016,86.0,Mats Hummels,2.554103138921468
2011,76.0,Srdjan Lakic,1.1934711504759021
2012,75.0,Srdjan Lakic,1.0574079516313457
2007,78.5,Julien Faubert,1.5336291475872936
2008,75.0,Julien Faubert,1.0574079516313457
2007,78.0,Stephane Dalmat,1.4655975481650154
2008,76.0,Stephane Dalmat,1.1934711504759021
2008,77.0,Nicklas Bendtner,1.3295343493204588
2009,78.0,Nicklas Bendtner,1.4655975481650154
2010,79.0,Nicklas Bendtner,1.601660747009572
2011,78.5,Nicklas Bendtner,1.5336291475872936
2012,77.5,Nicklas Bendtner,1.3975659487427372
2013,75.28571428571429,Nicklas Bendtner,1.09628315130122
2014,75.0,Nicklas Bendtner,1.0574079516313457
2015,75.0,Nicklas Bendtner,1.0574079516313457
2007,76.5,Peter Loevenkrands,1.2615027498981806
2008,77.0,Peter Loevenkrands,1.3295343493204588
2009,75.0,Peter Loevenkrands,1.0574079516313457
2010,75.0,Peter Loevenkrands,1.0574079516313457
2007,78.5,Yaya Toure,1.5336291475872936
2008,81.0,Yaya Toure,1.8737871446986851
2009,83.0,Yaya Toure,2.1459135423877984
2010,83.0,Yaya Toure,2.1459135423877984
2011,84.0,Yaya Toure,2.281976741232355
2012,85.5,Yaya Toure,2.4860715394991897
2013,86.0,Yaya Toure,2.554103138921468
2014,86.0,Yaya Toure,2.554103138921468
2015,85.4,Yaya Toure,2.472465219614735
2016,85.0,Yaya Toure,2.4180399400769113
2007,79.0,Andreas Isaksson,1.601660747009572
2008,77.0,Andreas Isaksson,1.3295343493204588
2009,76.0,Andreas Isaksson,1.1934711504759021
2010,77.0,Andreas Isaksson,1.3295343493204588
2011,77.5,Andreas Isaksson,1.3975659487427372
2012,76.0,Andreas Isaksson,1.1934711504759021
2013,77.0,Andreas Isaksson,1.3295343493204588
2014,75.5,Andreas Isaksson,1.125439551053624
2007,78.5,Jerzy Dudek,1.5336291475872936
2008,75.0,Jerzy Dudek,1.0574079516313457
2013,77.0,Adam Szalai,1.3295343493204588
2014,76.28571428571429,Adam Szalai,1.2323463501457763
2015,75.4,Adam Szalai,1.111833231169169
2016,74.66666666666667,Adam Szalai,1.0120535520164942
2007,83.0,Klaas Jan Huntelaar,2.1459135423877984
2008,84.0,Klaas Jan Huntelaar,2.281976741232355
2009,83.0,Klaas Jan Huntelaar,2.1459135423877984
2010,80.0,Klaas Jan Huntelaar,1.7377239458541285
2011,81.5,Klaas Jan Huntelaar,1.9418187441209633
2012,84.5,Klaas Jan Huntelaar,2.3500083406546333
2013,83.2,Klaas Jan Huntelaar,2.17312618215671
2014,84.0,Klaas Jan Huntelaar,2.281976741232355
2015,83.0,Klaas Jan Huntelaar,2.1459135423877984
2016,81.0,Klaas Jan Huntelaar,1.8737871446986851
2007,78.5,Marko Pantelic,1.5336291475872936
2008,81.0,Marko Pantelic,1.8737871446986851
2009,79.5,Marko Pantelic,1.6696923464318503
2010,77.5,Marko Pantelic,1.3975659487427372
2011,76.0,Marko Pantelic,1.1934711504759021
2007,75.5,Danko Lazovic,1.125439551053624
2008,78.0,Danko Lazovic,1.4655975481650154
2009,75.5,Danko Lazovic,1.125439551053624
2010,77.0,Danko Lazovic,1.3295343493204588
2011,78.5,Danko Lazovic,1.5336291475872936
2012,78.0,Danko Lazovic,1.4655975481650154
2007,76.5,Gary McSheffrey,1.2615027498981806
2007,76.5,Nikolce Noveski,1.2615027498981806
2011,75.0,Nikolce Noveski,1.0574079516313457
2014,75.0,Nikolce Noveski,1.0574079516313457
2012,75.5,Thomas Kraft,1.125439551053624
2013,75.71428571428571,Thomas Kraft,1.1545959508060282
2014,75.5,Thomas Kraft,1.125439551053624
2015,75.85714285714286,Thomas Kraft,1.174033550640966
2016,75.0,Dominic Maroh,1.0574079516313457
2007,83.5,Dirk Kuyt,2.2139451418100764
2008,80.0,Dirk Kuyt,1.7377239458541285
2009,82.5,Dirk Kuyt,2.07788194296552
2010,82.0,Dirk Kuyt,2.0098503435432415
2011,79.0,Dirk Kuyt,1.601660747009572
2012,77.0,Dirk Kuyt,1.3295343493204588
2013,74.66666666666667,Dirk Kuyt,1.0120535520164942
2014,75.33333333333333,Dirk Kuyt,1.1027623512461973
2015,77.6923076923077,Dirk Kuyt,1.4237319485205366
2016,77.0,Dirk Kuyt,1.3295343493204588
2007,79.5,Nwankwo Kanu,1.6696923464318503
2008,75.0,Mark Noble,1.0574079516313457
2009,75.0,Mark Noble,1.0574079516313457
2011,76.0,Mark Noble,1.1934711504759021
2012,75.0,Mark Noble,1.0574079516313457
2014,74.6,Mark Noble,1.0029826720935222
2015,75.66666666666667,Mark Noble,1.1481167508610506
2016,76.33333333333333,Mark Noble,1.2388255500907537
2010,76.5,Michel Vorm,1.2615027498981806
2011,77.5,Michel Vorm,1.3975659487427372
2012,81.0,Michel Vorm,1.8737871446986851
2013,80.8,Michel Vorm,1.8465745049297735
2014,79.33333333333333,Michel Vorm,1.6470151466244236
2015,80.0,Michel Vorm,1.7377239458541285
2016,80.0,Michel Vorm,1.7377239458541285
2016,75.0,Erik Pieters,1.0574079516313457
2010,75.0,Piet Velthuizen,1.0574079516313457
2012,76.0,Piet Velthuizen,1.1934711504759021
2013,76.8,Piet Velthuizen,1.3023217095515471
2014,75.33333333333333,Piet Velthuizen,1.1027623512461973
2012,76.0,Adam Lallana,1.1934711504759021
2013,77.5,Adam Lallana,1.3975659487427372
2014,79.0,Adam Lallana,1.601660747009572
2015,80.0,Adam Lallana,1.7377239458541285
2016,80.0,Adam Lallana,1.7377239458541285
2007,78.5,Ilan,1.5336291475872936
2008,75.0,Ilan,1.0574079516313457
2007,85.5,Mahamadou Diarra,2.4860715394991897
2008,80.0,Mahamadou Diarra,1.7377239458541285
2009,80.5,Mahamadou Diarra,1.805755545276407
2010,78.5,Mahamadou Diarra,1.5336291475872936
2011,75.0,Mahamadou Diarra,1.0574079516313457
2012,75.0,Mahamadou Diarra,1.0574079516313457
2013,75.0,Mahamadou Diarra,1.0574079516313457
2014,75.0,Mahamadou Diarra,1.0574079516313457
2009,76.0,Milan Jovanovic,1.1934711504759021
2010,79.0,Milan Jovanovic,1.601660747009572
2011,76.5,Milan Jovanovic,1.2615027498981806
2013,74.6,Milan Jovanovic,1.0029826720935222
2010,77.0,John Pantsil,1.3295343493204588
2011,75.5,John Pantsil,1.125439551053624
2007,76.0,Gonzalo Bergessio,1.1934711504759021
2009,76.0,Gonzalo Bergessio,1.1934711504759021
2010,76.0,Gonzalo Bergessio,1.1934711504759021
2013,75.91666666666667,Gonzalo Bergessio,1.1821325505721898
2007,75.5,Calum Davenport,1.125439551053624
2007,77.5,Abdoulaye Meite,1.3975659487427372
2013,75.5,Haavard Nordtveit,1.125439551053624
2014,75.0,Haavard Nordtveit,1.0574079516313457
2015,76.0,Haavard Nordtveit,1.1934711504759021
2016,77.75,Haavard Nordtveit,1.4315817484538762
2008,75.0,Marcel Schaefer,1.0574079516313457
2009,76.5,Marcel Schaefer,1.2615027498981806
2010,76.0,Marcel Schaefer,1.1934711504759021
2011,76.0,Marcel Schaefer,1.1934711504759021
2012,76.0,Marcel Schaefer,1.1934711504759021
2013,76.0,Marcel Schaefer,1.1934711504759021
2014,75.0,Marcel Schaefer,1.0574079516313457
2015,75.0,Marcel Schaefer,1.0574079516313457
2014,76.4,Daniel Baier,1.2478964300137256
2015,78.5,Daniel Baier,1.5336291475872936
2007,76.5,Mathias Schober,1.2615027498981806
2015,75.42857142857143,Fabian Johnson,1.115720751136156
2016,78.0,Fabian Johnson,1.4655975481650154
2011,75.5,Lars Bender,1.125439551053624
2012,80.5,Lars Bender,1.805755545276407
2013,81.6,Lars Bender,1.9554250640054183
2014,81.33333333333333,Lars Bender,1.9191415443135367
2015,81.6,Lars Bender,1.9554250640054183
2016,82.0,Lars Bender,2.0098503435432415
2011,78.5,Sven Bender,1.5336291475872936
2012,81.0,Sven Bender,1.8737871446986851
2013,81.0,Sven Bender,1.8737871446986851
2014,81.0,Sven Bender,1.8737871446986851
2015,80.125,Sven Bender,1.754731845709698
2016,81.0,Sven Bender,1.8737871446986851
2008,80.0,Markus Miller,1.7377239458541285
2009,76.0,Markus Miller,1.1934711504759021
2008,78.0,Mario Eggimann,1.4655975481650154
2009,75.0,Mario Eggimann,1.0574079516313457
2008,75.0,Christian Eichner,1.0574079516313457
2007,80.0,Khalid Boulahrouz,1.7377239458541285
2008,79.0,Khalid Boulahrouz,1.601660747009572
2009,77.5,Khalid Boulahrouz,1.3975659487427372
2010,75.0,Khalid Boulahrouz,1.0574079516313457
2010,75.0,Igor Gabilondo,1.0574079516313457
2010,79.0,Javier Martinez,1.601660747009572
2011,81.0,Javier Martinez,1.8737871446986851
2012,82.5,Javier Martinez,2.07788194296552
2013,83.375,Javier Martinez,2.1969372419545072
2014,84.2,Javier Martinez,2.3091893810012665
2015,84.25,Javier Martinez,2.315992540943494
2016,84.0,Javier Martinez,2.281976741232355
2007,77.0,Jose Manuel Jurado,1.3295343493204588
2008,77.0,Jose Manuel Jurado,1.3295343493204588
2009,80.0,Jose Manuel Jurado,1.7377239458541285
2010,80.0,Jose Manuel Jurado,1.7377239458541285
2011,77.5,Jose Manuel Jurado,1.3975659487427372
2012,76.0,Jose Manuel Jurado,1.1934711504759021
2013,75.85714285714286,Jose Manuel Jurado,1.174033550640966
2014,75.0,Jose Manuel Jurado,1.0574079516313457
2015,74.6,Jose Manuel Jurado,1.0029826720935222
2016,75.0,Jose Manuel Jurado,1.0574079516313457
2007,80.0,Sergio Aguero,1.7377239458541285
2008,83.5,Sergio Aguero,2.2139451418100764
2009,83.5,Sergio Aguero,2.2139451418100764
2010,84.0,Sergio Aguero,2.281976741232355
2011,85.5,Sergio Aguero,2.4860715394991897
2012,87.0,Sergio Aguero,2.6901663377660245
2013,87.4,Sergio Aguero,2.744591617303848
2014,87.1,Sergio Aguero,2.7037726576504797
2015,87.0,Sergio Aguero,2.6901663377660245
2016,88.0,Sergio Aguero,2.8262295366105814
2007,77.0,Giourkas Seitaridis,1.3295343493204588
2008,77.0,Giourkas Seitaridis,1.3295343493204588
2009,77.0,Giourkas Seitaridis,1.3295343493204588
2009,75.0,Claudio Bravo,1.0574079516313457
2010,75.0,Claudio Bravo,1.0574079516313457
2011,78.0,Claudio Bravo,1.4655975481650154
2012,78.0,Claudio Bravo,1.4655975481650154
2013,79.66666666666667,Claudio Bravo,1.692369546239277
2014,82.33333333333333,Claudio Bravo,2.055204743158093
2015,83.0,Claudio Bravo,2.1459135423877984
2008,75.0,Mario Alvarez,1.0574079516313457
2009,75.5,Mario Alvarez,1.125439551053624
2008,75.0,Gabriel Tamas,1.0574079516313457
2010,75.0,Gabriel Tamas,1.0574079516313457
2011,75.0,Gabriel Tamas,1.0574079516313457
2007,76.5,Nene,1.2615027498981806
2008,77.0,Nene,1.3295343493204588
2009,77.0,Nene,1.3295343493204588
2010,80.0,Nene,1.7377239458541285
2011,79.5,Nene,1.6696923464318503
2012,76.0,Nene,1.1934711504759021
2015,76.0,Nene,1.1934711504759021
2007,77.5,Antonio Guayre,1.3975659487427372
2007,78.0,Iago Bouzon,1.4655975481650154
2008,80.0,Santi Cazorla,1.7377239458541285
2009,80.5,Santi Cazorla,1.805755545276407
2010,81.0,Santi Cazorla,1.8737871446986851
2011,83.5,Santi Cazorla,2.2139451418100764
2012,84.0,Santi Cazorla,2.281976741232355
2013,84.6,Santi Cazorla,2.363614660539088
2014,84.07692307692308,Santi Cazorla,2.292443141143475
2015,84.6,Santi Cazorla,2.363614660539088
2016,85.0,Santi Cazorla,2.4180399400769113
2010,78.0,Dudu Aouate,1.4655975481650154
2011,77.5,Dudu Aouate,1.3975659487427372
2012,77.0,Dudu Aouate,1.3295343493204588
2007,76.0,Cesar Arzo,1.1934711504759021
2009,75.0,Joan Verdu,1.0574079516313457
2010,76.0,Joan Verdu,1.1934711504759021
2011,77.5,Joan Verdu,1.3975659487427372
2012,79.5,Joan Verdu,1.6696923464318503
2013,80.0,Joan Verdu,1.7377239458541285
2014,78.66666666666667,Joan Verdu,1.5563063473947205
2015,76.66666666666667,Joan Verdu,1.2841799497056072
2016,76.0,Joan Verdu,1.1934711504759021
2008,77.0,Alvaro Arbeloa,1.3295343493204588
2009,79.0,Alvaro Arbeloa,1.601660747009572
2010,81.0,Alvaro Arbeloa,1.8737871446986851
2011,80.0,Alvaro Arbeloa,1.7377239458541285
2012,80.0,Alvaro Arbeloa,1.7377239458541285
2013,78.6,Alvaro Arbeloa,1.5472354674717486
2014,79.0,Alvaro Arbeloa,1.601660747009572
2015,79.0,Alvaro Arbeloa,1.601660747009572
2016,77.0,Alvaro Arbeloa,1.3295343493204588
2007,77.5,Ivan Sanchez Riki,1.3975659487427372
2008,77.0,Ivan Sanchez Riki,1.3295343493204588
2009,77.0,Ivan Sanchez Riki,1.3295343493204588
2010,76.0,Ivan Sanchez Riki,1.1934711504759021
2008,76.0,Jesus Vazquez,1.1934711504759021
2010,76.5,Juan Rodriguez,1.2615027498981806
2007,76.0,Duda,1.1934711504759021
2009,79.0,Duda,1.601660747009572
2010,79.0,Duda,1.601660747009572
2011,76.0,Duda,1.1934711504759021
2012,75.0,Duda,1.0574079516313457
2007,77.0,Alberto Lopo,1.3295343493204588
2008,76.0,Alberto Lopo,1.1934711504759021
2009,79.0,Alberto Lopo,1.601660747009572
2010,80.0,Alberto Lopo,1.7377239458541285
2011,78.5,Alberto Lopo,1.5336291475872936
2012,77.0,Alberto Lopo,1.3295343493204588
2013,75.25,Alberto Lopo,1.0914237513424847
2007,77.0,Francisco Rufete,1.3295343493204588
2014,75.0,David Cobeno,1.0574079516313457
2007,79.0,Francesco Tavano,1.601660747009572
2008,75.0,Francesco Tavano,1.0574079516313457
2009,78.0,Francesco Tavano,1.4655975481650154
2007,81.0,David Silva,1.8737871446986851
2008,85.0,David Silva,2.4180399400769113
2009,86.0,David Silva,2.554103138921468
2010,85.5,David Silva,2.4860715394991897
2011,86.0,David Silva,2.554103138921468
2012,88.0,David Silva,2.8262295366105814
2013,87.875,David Silva,2.809221636755012
2014,87.0,David Silva,2.6901663377660245
2015,87.33333333333333,David Silva,2.735520737380876
2016,86.0,David Silva,2.554103138921468
2007,80.5,Jaime Gavilan,1.805755545276407
2008,79.5,Jaime Gavilan,1.6696923464318503
2009,77.0,Jaime Gavilan,1.3295343493204588
2010,77.0,Jaime Gavilan,1.3295343493204588
2011,76.0,Jaime Gavilan,1.1934711504759021
2012,75.0,Jaime Gavilan,1.0574079516313457
2008,76.0,Lucas Matias Licht,1.1934711504759021
2008,75.0,Juan Albin,1.0574079516313457
2009,78.0,Juan Albin,1.4655975481650154
2010,77.0,Juan Albin,1.3295343493204588
2011,75.5,Juan Albin,1.125439551053624
2009,75.0,David Cortes,1.0574079516313457
2008,75.0,Francisco Javier Casquero,1.0574079516313457
2009,77.0,Francisco Javier Casquero,1.3295343493204588
2010,75.0,Francisco Javier Casquero,1.0574079516313457
2007,76.0,Cosmin Contra,1.1934711504759021
2009,75.5,Manu del Moral,1.125439551053624
2010,76.0,Manu del Moral,1.1934711504759021
2011,77.5,Manu del Moral,1.3975659487427372
2012,78.0,Manu del Moral,1.4655975481650154
2013,75.0,Manu del Moral,1.0574079516313457
2011,77.0,Jose Enrique,1.3295343493204588
2012,79.5,Jose Enrique,1.6696923464318503
2013,79.0,Jose Enrique,1.601660747009572
2014,78.0,Jose Enrique,1.4655975481650154
2015,76.0,Jose Enrique,1.1934711504759021
2007,82.0,Nihat Kahveci,2.0098503435432415
2008,80.0,Nihat Kahveci,1.7377239458541285
2009,80.5,Nihat Kahveci,1.805755545276407
2010,80.0,Nihat Kahveci,1.7377239458541285
2011,76.0,Nihat Kahveci,1.1934711504759021
2007,84.0,Robert Pires,2.281976741232355
2008,81.0,Robert Pires,1.8737871446986851
2009,80.5,Robert Pires,1.805755545276407
2010,75.0,Robert Pires,1.0574079516313457
2011,75.0,Robert Pires,1.0574079516313457
2007,76.5,Alexis,1.2615027498981806
2008,78.0,Alexis,1.4655975481650154
2009,80.0,Alexis,1.7377239458541285
2010,78.5,Alexis,1.5336291475872936
2011,77.5,Alexis,1.3975659487427372
2012,76.0,Alexis,1.1934711504759021
2013,76.0,Alexis,1.1934711504759021
2014,74.66666666666667,Alexis,1.0120535520164942
2015,74.75,Alexis,1.0233921519202065
2016,75.0,Alexis,1.0574079516313457
2007,76.5,Cani,1.2615027498981806
2008,77.0,Cani,1.3295343493204588
2009,77.0,Cani,1.3295343493204588
2010,79.0,Cani,1.601660747009572
2011,79.0,Cani,1.601660747009572
2012,77.0,Cani,1.3295343493204588
2013,75.0,Cani,1.0574079516313457
2014,74.66666666666667,Cani,1.0120535520164942
2007,75.0,Gerard Pique,1.0574079516313457
2008,77.0,Gerard Pique,1.3295343493204588
2009,80.0,Gerard Pique,1.7377239458541285
2010,84.5,Gerard Pique,2.3500083406546333
2011,86.5,Gerard Pique,2.6221347383437466
2012,87.0,Gerard Pique,2.6901663377660245
2013,86.0,Gerard Pique,2.554103138921468
2014,84.0,Gerard Pique,2.281976741232355
2015,84.66666666666667,Gerard Pique,2.3726855404620597
2007,77.5,Albert Meyong Ze,1.3975659487427372
2008,75.0,Albert Meyong Ze,1.0574079516313457
2009,75.0,Albert Meyong Ze,1.0574079516313457
2009,77.0,Nino,1.3295343493204588
2010,75.5,Nino,1.125439551053624
2008,75.0,Fernando Varela,1.0574079516313457
2007,79.5,Javier Portillo,1.6696923464318503
2008,77.0,Javier Portillo,1.3295343493204588
2009,79.0,Albano Benjamin Bizzarri,1.601660747009572
2007,79.0,Roberto Soldado,1.601660747009572
2008,77.0,Roberto Soldado,1.3295343493204588
2009,78.0,Roberto Soldado,1.4655975481650154
2010,81.0,Roberto Soldado,1.8737871446986851
2011,82.0,Roberto Soldado,2.0098503435432415
2012,84.0,Roberto Soldado,2.281976741232355
2013,83.55555555555556,Roberto Soldado,2.221504208412552
2014,82.33333333333333,Roberto Soldado,2.055204743158093
2015,79.5,Roberto Soldado,1.6696923464318503
2016,79.5,Roberto Soldado,1.6696923464318503
2007,75.5,Hector Font,1.125439551053624
2011,75.0,Juan Jesus Calatayud,1.0574079516313457
2007,77.0,Gonzalo Colsa,1.3295343493204588
2008,79.0,Gonzalo Colsa,1.601660747009572
2009,78.0,Gonzalo Colsa,1.4655975481650154
2010,75.5,Gonzalo Colsa,1.125439551053624
2011,76.0,Gonzalo Colsa,1.1934711504759021
2007,78.0,Aleksandar Lukovic,1.4655975481650154
2008,75.0,Aleksandar Lukovic,1.0574079516313457
2009,75.5,Aleksandar Lukovic,1.125439551053624
2010,75.5,Stefano Guberti,1.125439551053624
2007,77.0,Paolo Zanetti,1.3295343493204588
2008,76.0,Paolo Zanetti,1.1934711504759021
2009,76.0,Salvatore Bocchetti,1.1934711504759021
2010,76.5,Salvatore Bocchetti,1.2615027498981806
2011,77.0,Salvatore Bocchetti,1.3295343493204588
2012,77.5,Salvatore Bocchetti,1.3975659487427372
2013,78.0,Salvatore Bocchetti,1.4655975481650154
2014,76.4,Salvatore Bocchetti,1.2478964300137256
2015,74.85714285714286,Salvatore Bocchetti,1.0379703517964096
2011,75.0,Henning Hauger,1.0574079516313457
2010,76.5,Daniele Galloppa,1.2615027498981806
2011,75.5,Daniele Galloppa,1.125439551053624
2012,75.5,Daniele Galloppa,1.125439551053624
