player_name,age,position,fee,fee_cleaned,year,club_name,club_involved_name,transfer_movement
Afonso Alves,26.0,Centre-Forward,£15.30m,15.3,2007,SC Heerenveen,Middlesbrough,out
Afonso Alves,26.0,Centre-Forward,£15.30m,15.3,2007,Middlesbrough FC,Heerenveen,in
Afriyie Acquah,20.0,Central Midfield,Loan fee:£90Th.,0.09,2012,Parma FC,US Palermo,in
Afriyie Acquah,20.0,Central Midfield,Loan fee:£90Th.,0.09,2012,US Palermo,Parma,out
Afriyie Acquah,21.0,Central Midfield,Loan,0.0,2013,TSG 1899 Hoffenheim,Parma,out
Afriyie Acquah,21.0,Central Midfield,Loan,0.0,2013,Parma FC,TSG Hoffenheim,in
Afriyie Acquah,21.0,Central Midfield,£2.25m,2.25,2012,TSG 1899 Hoffenheim,US Palermo,in
Afriyie Acquah,21.0,Central Midfield,£2.25m,2.25,2012,US Palermo,TSG Hoffenheim,out
Afriyie Acquah,23.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,TSG 1899 Hoffenheim,Sampdoria,in
Afriyie Acquah,23.0,Central Midfield,"End of loanJun 30, 2015",0.0,2015,UC Sampdoria,TSG Hoffenheim,out
Afriyie Acquah,23.0,Central Midfield,Loan,0.0,2014,TSG 1899 Hoffenheim,Sampdoria,out
Afriyie Acquah,23.0,Central Midfield,Loan,0.0,2014,UC Sampdoria,TSG Hoffenheim,in
Afriyie Acquah,23.0,Central Midfield,£2.79m,2.79,2015,TSG 1899 Hoffenheim,Torino,out
Afriyie Acquah,23.0,Central Midfield,£2.79m,2.79,2015,Torino FC,TSG Hoffenheim,in
Afriyie Acquah,26.0,Central Midfield,£900Th.,0.9,2018,FC Empoli,Torino,in
Afriyie Acquah,26.0,Central Midfield,£900Th.,0.9,2018,Torino FC,FC Empoli,out
Ahmed Elmohamady,24.0,Right-Back,Loan,0.0,2012,Hull City,Sunderland,in
Ahmed Elmohamady,24.0,Right-Back,Loan,0.0,2012,Sunderland AFC,Hull City,out
Ahmed Elmohamady,25.0,Right-Back,"End of loanJan 16, 2013",0.0,2012,Hull City,Sunderland,out
Ahmed Elmohamady,25.0,Right-Back,"End of loanJan 16, 2013",0.0,2012,Sunderland AFC,Hull City,in
Ahmed Elmohamady,25.0,Right-Back,"End of loanMay 7, 2013",0.0,2012,Hull City,Sunderland,out
Ahmed Elmohamady,25.0,Right-Back,"End of loanMay 7, 2013",0.0,2012,Sunderland AFC,Hull City,in
Ahmed Elmohamady,25.0,Right-Back,Loan,0.0,2012,Hull City,Sunderland,in
Ahmed Elmohamady,25.0,Right-Back,Loan,0.0,2012,Sunderland AFC,Hull City,out
Ahmed Elmohamady,25.0,Right-Back,£2.07m,2.07,2013,Sunderland AFC,Hull City,out
Ahmed Elmohamady,25.0,Right-Back,£2.07m,2.07,2013,Hull City,Sunderland,in
Ahmed Elmohamady,29.0,Right-Back,£990Th.,0.99,2017,Hull City,Aston Villa,out
Ahmed Elmohamady,29.0,Right-Back,£990Th.,0.99,2017,Aston Villa,Hull City,in
Ahmed Musa,23.0,Left Winger,£17.55m,17.55,2016,Leicester City,CSKA Moscow,in
Ahmed Musa,23.0,Left Winger,£17.55m,17.55,2016,CSKA Moscow,Leicester,out
Ahmed Musa,25.0,Left Winger,"End of loanJun 30, 2018",0.0,2018,Leicester City,CSKA Moscow,in
Ahmed Musa,25.0,Left Winger,"End of loanJun 30, 2018",0.0,2018,CSKA Moscow,Leicester,out
Ahmed Musa,25.0,Left Winger,Loan,0.0,2017,Leicester City,CSKA Moscow,out
Ahmed Musa,25.0,Left Winger,Loan,0.0,2017,CSKA Moscow,Leicester,in
Aiden McGeady,27.0,Left Winger,£1.80m,1.8,2013,Everton FC,Spartak Moscow,in
Aiden McGeady,27.0,Left Winger,£1.80m,1.8,2013,Spartak Moscow,Everton,out
Aiden McGeady,29.0,Left Winger,Loan,0.0,2015,Sheffield Wednesday,Everton,in
Aiden McGeady,29.0,Left Winger,Loan,0.0,2015,Everton FC,Sheff Wed,out
Aiden McGeady,30.0,Left Winger,"End of loanMay 31, 2016",0.0,2015,Sheffield Wednesday,Everton,out
Aiden McGeady,30.0,Left Winger,"End of loanMay 31, 2016",0.0,2015,Everton FC,Sheff Wed,in
Aiden McGeady,30.0,Left Winger,Loan,0.0,2016,Preston North End,Everton,in
Aiden McGeady,30.0,Left Winger,Loan,0.0,2016,Everton FC,Preston NE,out
Aiden McGeady,31.0,Left Winger,"End of loanMay 31, 2017",0.0,2016,Preston North End,Everton,out
Aiden McGeady,31.0,Left Winger,"End of loanMay 31, 2017",0.0,2016,Everton FC,Preston NE,in
Aiden McGeady,31.0,Left Winger,£252Th.,0.252,2017,Sunderland AFC,Everton,in
Aiden McGeady,31.0,Left Winger,£252Th.,0.252,2017,Everton FC,Sunderland,out
Alain Goma,25.0,Centre-Back,Free transfer,0.0,1998,Paris Saint-Germain,AJ Auxerre,in
Alain Goma,25.0,Centre-Back,Free transfer,0.0,1998,AJ Auxerre,Paris SG,out
Alain Goma,26.0,Centre-Back,£6.30m,6.3,1999,Newcastle United,Paris SG,in
Alain Goma,26.0,Centre-Back,£6.30m,6.3,1999,Paris Saint-Germain,Newcastle,out
Alain Goma,28.0,Centre-Back,£5.40m,5.4,2000,Fulham FC,Newcastle,in
Alain Goma,28.0,Centre-Back,£5.40m,5.4,2000,Newcastle United,Fulham,out
Alan Lee,27.0,Centre-Forward,£135Th.,0.135,2005,Ipswich Town,Cardiff,in
Alan Lee,27.0,Centre-Forward,£135Th.,0.135,2005,Cardiff City,Ipswich,out
Alan Lee,30.0,Centre-Forward,"End of loanMay 31, 2009",0.0,2008,Crystal Palace,Norwich,in
Alan Lee,30.0,Centre-Forward,"End of loanMay 31, 2009",0.0,2008,Norwich City,Crystal Palace,out
Alan Lee,30.0,Centre-Forward,Loan,0.0,2008,Crystal Palace,Norwich,out
Alan Lee,30.0,Centre-Forward,Loan,0.0,2008,Norwich City,Crystal Palace,in
Alan Lee,30.0,Centre-Forward,£1.22m,1.22,2008,Crystal Palace,Ipswich,in
Alan Lee,30.0,Centre-Forward,£1.22m,1.22,2008,Ipswich Town,Crystal Palace,out
Alan Lee,35.0,Centre-Forward,Free transfer,0.0,2013,Ipswich Town,Huddersfield,in
Alan Lee,35.0,Centre-Forward,Free transfer,0.0,2013,Huddersfield Town,Ipswich,out
Alan Mahon,22.0,Left Midfield,£2.07m,2.07,2000,Blackburn Rovers,Sporting CP,in
Alan Mahon,22.0,Left Midfield,£2.07m,2.07,2000,Sporting CP,Blackburn,out
Alan Mahon,24.0,Left Midfield,Loan,0.0,2002,Cardiff City,Blackburn,in
Alan Mahon,24.0,Left Midfield,Loan,0.0,2002,Blackburn Rovers,Cardiff,out
Alan Mahon,25.0,Left Midfield,"End of loanMay 1, 2003",0.0,2002,Cardiff City,Blackburn,out
Alan Mahon,25.0,Left Midfield,"End of loanMay 1, 2003",0.0,2002,Blackburn Rovers,Cardiff,in
Alan Mahon,25.0,Left Midfield,Free Transfer,0.0,2003,Blackburn Rovers,Wigan,out
Alan Mahon,25.0,Left Midfield,Free Transfer,0.0,2003,Wigan Athletic,Blackburn,in
Alan Mahon,27.0,Left Midfield,£270Th.,0.27,2005,Burnley FC,Wigan,in
Alan Mahon,27.0,Left Midfield,£270Th.,0.27,2005,Wigan Athletic,Burnley,out
Alan Mahon,30.0,Left Midfield,Loan,0.0,2008,Burnley FC,Blackpool,out
Alan Mahon,30.0,Left Midfield,Loan,0.0,2008,Blackpool FC,Burnley,in
Alan Mahon,31.0,Left Midfield,"End of loanMay 1, 2009",0.0,2008,Burnley FC,Blackpool,in
Alan Mahon,31.0,Left Midfield,"End of loanMay 1, 2009",0.0,2008,Blackpool FC,Burnley,out
Alan Neilson,22.0,Centre-Back,£1.08m,1.08,1995,Newcastle United,Southampton,out
Alan Neilson,22.0,Centre-Back,£1.08m,1.08,1995,Southampton FC,Newcastle,in
Alan Neilson,29.0,Centre-Back,Free Transfer,0.0,2001,Fulham FC,Luton Town,out
Alan Neilson,29.0,Centre-Back,Free Transfer,0.0,2001,Luton Town,Fulham,in
Alan Quinn,28.0,Central Midfield,£540Th.,0.54,2007,Sheffield United,Ipswich,out
Alan Quinn,28.0,Central Midfield,£540Th.,0.54,2007,Ipswich Town,Sheffield Utd.,in
Alan Shearer,21.0,Centre-Forward,£4.05m,4.05,1992,Blackburn Rovers,Southampton,in
Alan Shearer,21.0,Centre-Forward,£4.05m,4.05,1992,Southampton FC,Blackburn,out
Alan Shearer,25.0,Centre-Forward,£18.90m,18.9,1996,Blackburn Rovers,Newcastle,out
Alan Shearer,25.0,Centre-Forward,£18.90m,18.9,1996,Newcastle United,Blackburn,in
Alan Smith,23.0,Central Midfield,£8.10m,8.1,2004,Leeds United,Man Utd,out
Alan Smith,23.0,Central Midfield,£8.10m,8.1,2004,Manchester United,Leeds,in
Alan Smith,26.0,Central Midfield,£8.10m,8.1,2007,Manchester United,Newcastle,out
Alan Smith,26.0,Central Midfield,£8.10m,8.1,2007,Newcastle United,Man Utd,in
Alassane Plea,21.0,Centre-Forward,£450Th.,0.45,2014,Olympique Lyon,OGC Nice,out
Alassane Plea,21.0,Centre-Forward,£450Th.,0.45,2014,OGC Nice,Olympique Lyon,in
Alassane Plea,25.0,Centre-Forward,£20.70m,20.7,2018,OGC Nice,Bor. M'gladbach,out
Alassane Plea,25.0,Centre-Forward,£20.70m,20.7,2018,Borussia Mönchengladbach,OGC Nice,in
Albano Bizzarri,31.0,Goalkeeper,Free transfer,0.0,2009,SS Lazio,Catania,in
Albano Bizzarri,31.0,Goalkeeper,Free transfer,0.0,2009,Calcio Catania,Lazio,out
Albano Bizzarri,35.0,Goalkeeper,£270Th.,0.27,2013,Genoa CFC,Lazio,in
Albano Bizzarri,35.0,Goalkeeper,£270Th.,0.27,2013,SS Lazio,Genoa,out
Albano Bizzarri,36.0,Goalkeeper,£90Th.,0.09,2014,Chievo Verona,Genoa,in
Albano Bizzarri,36.0,Goalkeeper,£90Th.,0.09,2014,Genoa CFC,Chievo Verona,out
Albano Bizzarri,38.0,Goalkeeper,Free transfer,0.0,2016,Chievo Verona,Pescara,out
Albano Bizzarri,38.0,Goalkeeper,Free transfer,0.0,2016,Delfino Pescara 1936,Chievo Verona,in
Albert Luque,21.0,Left Winger,Loan,0.0,1999,RCD Mallorca,Málaga CF,out
Albert Luque,21.0,Left Winger,Loan,0.0,1999,Málaga CF,RCD Mallorca,in
Albert Luque,22.0,Left Winger,"End of loanJun 30, 2000",0.0,2000,Málaga CF,RCD Mallorca,out
Albert Luque,22.0,Left Winger,"End of loanJun 30, 2000",0.0,2000,RCD Mallorca,Málaga CF,in
Albert Luque,24.0,Left Winger,£13.50m,13.5,2002,Deportivo de La Coruña,RCD Mallorca,in
Albert Luque,24.0,Left Winger,£13.50m,13.5,2002,RCD Mallorca,Dep. La Coruña,out
Albert Luque,27.0,Left Winger,£18.00m,18.0,2005,Newcastle United,Dep. La Coruña,in
Albert Luque,27.0,Left Winger,£18.00m,18.0,2005,Deportivo de La Coruña,Newcastle,out
Albert Luque,29.0,Left Winger,£7.20m,7.2,2007,Ajax Amsterdam,Newcastle,in
Albert Luque,29.0,Left Winger,£7.20m,7.2,2007,Newcastle United,Ajax,out
Albert Luque,30.0,Left Winger,Loan fee:£450Th.,0.45,2008,Ajax Amsterdam,Málaga CF,out
Albert Luque,30.0,Left Winger,Loan fee:£450Th.,0.45,2008,Málaga CF,Ajax,in
Albert Luque,31.0,Left Winger,"End of loanJun 30, 2009",0.0,2009,Ajax Amsterdam,Málaga CF,in
Albert Luque,31.0,Left Winger,"End of loanJun 30, 2009",0.0,2009,Málaga CF,Ajax,out
Albert Luque,31.0,Left Winger,Free transfer,0.0,2009,Ajax Amsterdam,Málaga CF,out
Albert Luque,31.0,Left Winger,Free transfer,0.0,2009,Málaga CF,Ajax,in
Albert Riera,21.0,Left Winger,£4.50m,4.5,2003,FC Girondins Bordeaux,RCD Mallorca,in
Albert Riera,21.0,Left Winger,£4.50m,4.5,2003,RCD Mallorca,G. Bordeaux,out
Albert Riera,23.0,Left Winger,Loan,0.0,2005,Manchester City,Espanyol,in
Albert Riera,23.0,Left Winger,Loan,0.0,2005,RCD Espanyol Barcelona,Man City,out
Albert Riera,23.0,Left Winger,£2.70m,2.7,2005,FC Girondins Bordeaux,Espanyol,out
Albert Riera,23.0,Left Winger,£2.70m,2.7,2005,RCD Espanyol Barcelona,G. Bordeaux,in
Albert Riera,24.0,Left Winger,"End of loanMay 1, 2006",0.0,2005,Manchester City,Espanyol,out
Albert Riera,24.0,Left Winger,"End of loanMay 1, 2006",0.0,2005,RCD Espanyol Barcelona,Man City,in
Albert Riera,26.0,Left Winger,£8.82m,8.82,2008,Liverpool FC,Espanyol,in
Albert Riera,26.0,Left Winger,£8.82m,8.82,2008,RCD Espanyol Barcelona,Liverpool,out
Albert Riera,32.0,Left Winger,Free transfer,0.0,2014,Watford FC,Udinese Calcio,out
Albert Riera,32.0,Left Winger,Free transfer,0.0,2014,Udinese Calcio,Watford,in
Albert Streit,23.0,Right Winger,Free transfer,0.0,2003,VfL Wolfsburg,E. Frankfurt,in
Albert Streit,23.0,Right Winger,Free transfer,0.0,2003,Eintracht Frankfurt,VfL Wolfsburg,out
Albert Streit,23.0,Right Winger,Loan,0.0,2003,VfL Wolfsburg,1. FC Köln,out
Albert Streit,23.0,Right Winger,Loan,0.0,2003,1. FC Köln,VfL Wolfsburg,in
Albert Streit,25.0,Right Winger,"End of loanJun 30, 2005",0.0,2005,VfL Wolfsburg,1. FC Köln,in
Albert Streit,25.0,Right Winger,"End of loanJun 30, 2005",0.0,2005,1. FC Köln,VfL Wolfsburg,out
Albert Streit,25.0,Right Winger,£450Th.,0.45,2005,VfL Wolfsburg,1. FC Köln,out
Albert Streit,25.0,Right Winger,£450Th.,0.45,2005,1. FC Köln,VfL Wolfsburg,in
Albert Streit,27.0,Right Winger,£2.25m,2.25,2007,Eintracht Frankfurt,FC Schalke 04,out
Albert Streit,27.0,Right Winger,£2.25m,2.25,2007,FC Schalke 04,E. Frankfurt,in
Albert Streit,28.0,Right Winger,Loan fee:£180Th.,0.18,2008,FC Schalke 04,Hamburger SV,out
Albert Streit,28.0,Right Winger,Loan fee:£180Th.,0.18,2008,Hamburger SV,FC Schalke 04,in
Albert Streit,29.0,Right Winger,"End of loanJun 30, 2009",0.0,2009,Hamburger SV,FC Schalke 04,out
Albert Streit,29.0,Right Winger,"End of loanJun 30, 2009",0.0,2009,FC Schalke 04,Hamburger SV,in
Alberto Aquilani,25.0,Central Midfield,£18.00m,18.0,2009,Liverpool FC,AS Roma,in
Alberto Aquilani,25.0,Central Midfield,£18.00m,18.0,2009,AS Roma,Liverpool,out
Alberto Aquilani,26.0,Central Midfield,"End of loanJun 30, 2011",0.0,2011,Liverpool FC,Juventus,in
Alberto Aquilani,26.0,Central Midfield,"End of loanJun 30, 2011",0.0,2011,Juventus FC,Liverpool,out
Alberto Aquilani,26.0,Central Midfield,Loan,0.0,2010,Liverpool FC,Juventus,out
Alberto Aquilani,26.0,Central Midfield,Loan,0.0,2010,Juventus FC,Liverpool,in
Alberto Aquilani,27.0,Central Midfield,"End of loanJun 30, 2012",0.0,2012,Liverpool FC,AC Milan,in
Alberto Aquilani,27.0,Central Midfield,"End of loanJun 30, 2012",0.0,2012,AC Milan,Liverpool,out
Alberto Aquilani,27.0,Central Midfield,Loan,0.0,2011,Liverpool FC,AC Milan,out
Alberto Aquilani,27.0,Central Midfield,Loan,0.0,2011,AC Milan,Liverpool,in
Alberto Aquilani,28.0,Central Midfield,£1.80m,1.8,2012,Liverpool FC,Fiorentina,out
Alberto Aquilani,28.0,Central Midfield,£1.80m,1.8,2012,ACF Fiorentina,Liverpool,in
Alberto Aquilani,31.0,Central Midfield,Free transfer,0.0,2015,ACF Fiorentina,Sporting CP,out
Alberto Aquilani,31.0,Central Midfield,Free transfer,0.0,2015,Sporting CP,Fiorentina,in
Alberto Aquilani,32.0,Central Midfield,Free transfer,0.0,2016,Delfino Pescara 1936,Sporting CP,in
Alberto Aquilani,32.0,Central Midfield,Free transfer,0.0,2016,Sporting CP,Pescara,out
Alberto Aquilani,32.0,Central Midfield,Loan,0.0,2016,Delfino Pescara 1936,Sassuolo,out
Alberto Aquilani,32.0,Central Midfield,Loan,0.0,2016,US Sassuolo,Pescara,in
Alberto Gilardino,19.0,Centre-Forward,£3.49m,3.49,2001,Piacenza FC,Hellas Verona,out
Alberto Gilardino,19.0,Centre-Forward,£3.49m,3.49,2001,Hellas Verona,Piacenza,in
Alberto Gilardino,23.0,Centre-Forward,£22.50m,22.5,2005,AC Milan,Parma,in
Alberto Gilardino,23.0,Centre-Forward,£22.50m,22.5,2005,Parma FC,AC Milan,out
Alberto Gilardino,25.0,Centre-Forward,£12.60m,12.6,2008,AC Milan,Fiorentina,out
Alberto Gilardino,25.0,Centre-Forward,£12.60m,12.6,2008,ACF Fiorentina,AC Milan,in
Alberto Gilardino,29.0,Centre-Forward,£7.20m,7.2,2011,Genoa CFC,Fiorentina,in
Alberto Gilardino,29.0,Centre-Forward,£7.20m,7.2,2011,ACF Fiorentina,Genoa,out
Alberto Gilardino,30.0,Centre-Forward,Loan fee:£1.17m,1.17,2012,Bologna FC 1909,Genoa,in
Alberto Gilardino,30.0,Centre-Forward,Loan fee:£1.17m,1.17,2012,Genoa CFC,Bologna,out
Alberto Gilardino,34.0,Centre-Forward,Free transfer,0.0,2016,FC Empoli,US Palermo,in
Alberto Gilardino,34.0,Centre-Forward,Free transfer,0.0,2016,US Palermo,FC Empoli,out
Alberto Gilardino,34.0,Centre-Forward,Free transfer,0.0,2016,FC Empoli,Pescara,out
Alberto Gilardino,34.0,Centre-Forward,Free transfer,0.0,2016,Delfino Pescara 1936,FC Empoli,in
Alberto Grassi,20.0,Central Midfield,£7.20m,7.2,2015,SSC Napoli,Atalanta,in
Alberto Grassi,20.0,Central Midfield,£7.20m,7.2,2015,Atalanta BC,SSC Napoli,out
Alberto Grassi,21.0,Central Midfield,Loan fee:£360Th.,0.36,2016,Atalanta BC,SSC Napoli,in
Alberto Grassi,21.0,Central Midfield,Loan fee:£360Th.,0.36,2016,SSC Napoli,Atalanta,out
Alberto Grassi,22.0,Central Midfield,Loan fee:£225Th.,0.225,2017,SSC Napoli,SPAL,out
Alberto Grassi,22.0,Central Midfield,Loan fee:£225Th.,0.225,2017,SPAL 2013,SSC Napoli,in
Alberto Grassi,23.0,Central Midfield,Loan fee:£1.80m,1.8,2018,SSC Napoli,Parma,out
Alberto Grassi,23.0,Central Midfield,Loan fee:£1.80m,1.8,2018,Parma Calcio 1913,SSC Napoli,in
Alberto Grassi,25.0,Central Midfield,£6.21m,6.21,2020,SSC Napoli,Parma,out
Alberto Grassi,25.0,Central Midfield,£6.21m,6.21,2020,Parma Calcio 1913,SSC Napoli,in
Alberto Paloschi,21.0,Centre-Forward,Loan,0.0,2011,AC Milan,Chievo Verona,out
Alberto Paloschi,21.0,Centre-Forward,Loan,0.0,2011,Chievo Verona,AC Milan,in
Alberto Paloschi,21.0,Centre-Forward,£3.92m,3.92,2010,AC Milan,Genoa,in
Alberto Paloschi,21.0,Centre-Forward,£3.92m,3.92,2010,Genoa CFC,AC Milan,out
Alberto Paloschi,23.0,Centre-Forward,£5.85m,5.85,2012,AC Milan,Chievo Verona,out
Alberto Paloschi,23.0,Centre-Forward,£5.85m,5.85,2012,Chievo Verona,AC Milan,in
Alberto Paloschi,26.0,Centre-Forward,£6.03m,6.03,2016,Swansea City,Atalanta,out
Alberto Paloschi,26.0,Centre-Forward,£6.03m,6.03,2016,Atalanta BC,Swansea,in
Alberto Paloschi,26.0,Centre-Forward,£7.92m,7.92,2015,Swansea City,Chievo Verona,in
Alberto Paloschi,26.0,Centre-Forward,£7.92m,7.92,2015,Chievo Verona,Swansea,out
Alberto Paloschi,27.0,Centre-Forward,Loan fee:£1.80m,1.8,2017,Atalanta BC,SPAL,out
Alberto Paloschi,27.0,Centre-Forward,Loan fee:£1.80m,1.8,2017,SPAL 2013,Atalanta,in
Alberto Paloschi,28.0,Centre-Forward,£3.60m,3.6,2018,Atalanta BC,SPAL,out
Alberto Paloschi,28.0,Centre-Forward,£3.60m,3.6,2018,SPAL,Atalanta,in
Alberto Paloschi,30.0,Centre-Forward,Loan,0.0,2019,Cagliari Calcio,SPAL,in
Alberto Paloschi,30.0,Centre-Forward,Loan,0.0,2019,SPAL,Cagliari Calcio,out
Alberto Zapater,24.0,Defensive Midfield,£4.05m,4.05,2009,Genoa CFC,Real Zaragoza,in
Alberto Zapater,24.0,Defensive Midfield,£4.05m,4.05,2009,Real Zaragoza,Genoa,out
Alberto Zapater,25.0,Defensive Midfield,£1.80m,1.8,2010,Genoa CFC,Sporting CP,out
Alberto Zapater,25.0,Defensive Midfield,£1.80m,1.8,2010,Sporting CP,Genoa,in
Albin Ekdal,19.0,Defensive Midfield,Loan,0.0,2009,Juventus FC,Siena,out
Albin Ekdal,19.0,Defensive Midfield,Loan,0.0,2009,AC Siena,Juventus,in
Albin Ekdal,21.0,Defensive Midfield,£1.08m,1.08,2011,Bologna FC 1909,Juventus,out
Albin Ekdal,21.0,Defensive Midfield,£1.08m,1.08,2011,Juventus FC,Bologna,in
Albin Ekdal,21.0,Defensive Midfield,£2.16m,2.16,2010,Juventus FC,Bologna,out
Albin Ekdal,21.0,Defensive Midfield,£2.16m,2.16,2010,Bologna FC 1909,Juventus,in
Albin Ekdal,22.0,Defensive Midfield,£2.43m,2.43,2011,Cagliari Calcio,Juventus,in
Albin Ekdal,22.0,Defensive Midfield,£2.43m,2.43,2011,Juventus FC,Cagliari Calcio,out
Aldo Duscher,21.0,Defensive Midfield,£11.70m,11.7,2000,Sporting CP,Dep. La Coruña,out
Aldo Duscher,21.0,Defensive Midfield,£11.70m,11.7,2000,Deportivo de La Coruña,Sporting CP,in
Aldo Duscher,28.0,Defensive Midfield,Free transfer,0.0,2007,Racing Santander,Dep. La Coruña,in
Aldo Duscher,28.0,Defensive Midfield,Free transfer,0.0,2007,Deportivo de La Coruña,Racing,out
Aldo Duscher,29.0,Defensive Midfield,£2.25m,2.25,2008,Racing Santander,Sevilla FC,out
Aldo Duscher,29.0,Defensive Midfield,£2.25m,2.25,2008,Sevilla FC,Racing,in
Aldo Duscher,31.0,Defensive Midfield,Free transfer,0.0,2010,RCD Espanyol Barcelona,Sevilla FC,in
Aldo Duscher,31.0,Defensive Midfield,Free transfer,0.0,2010,Sevilla FC,Espanyol,out
Aleandro Rosi,22.0,Right-Back,£1.08m,1.08,2009,AS Roma,Siena,out
Aleandro Rosi,22.0,Right-Back,£1.08m,1.08,2009,AC Siena,AS Roma,in
Aleandro Rosi,25.0,Right-Back,Free transfer,0.0,2012,AS Roma,Parma,out
Aleandro Rosi,25.0,Right-Back,Free transfer,0.0,2012,Parma FC,AS Roma,in
Aleandro Rosi,26.0,Right-Back,Loan,0.0,2013,Parma FC,Sassuolo,out
Aleandro Rosi,26.0,Right-Back,Loan,0.0,2013,US Sassuolo,Parma,in
Aleandro Rosi,27.0,Right-Back,Loan,0.0,2014,ACF Fiorentina,Genoa,in
Aleandro Rosi,27.0,Right-Back,Loan,0.0,2014,Genoa CFC,Fiorentina,out
Aleandro Rosi,27.0,Right-Back,£900Th.,0.9,2014,Genoa CFC,Parma,in
Aleandro Rosi,27.0,Right-Back,£900Th.,0.9,2014,Parma FC,Genoa,out
Aleandro Rosi,28.0,Right-Back,Loan,0.0,2015,Genoa CFC,Frosinone,out
Aleandro Rosi,28.0,Right-Back,Loan,0.0,2015,Frosinone Calcio,Genoa,in
Aleandro Rosi,29.0,Right-Back,Loan,0.0,2016,FC Crotone,Genoa,in
Aleandro Rosi,29.0,Right-Back,Loan,0.0,2016,Genoa CFC,Crotone,out
Aleix Vidal,24.0,Right Winger,£2.70m,2.7,2014,Sevilla FC,UD Almería,in
Aleix Vidal,24.0,Right Winger,£2.70m,2.7,2014,UD Almería,Sevilla FC,out
Aleix Vidal,25.0,Right Winger,£15.30m,15.3,2015,FC Barcelona,Sevilla FC,in
Aleix Vidal,25.0,Right Winger,£15.30m,15.3,2015,Sevilla FC,FC Barcelona,out
Aleix Vidal,28.0,Right Winger,£8.37m,8.37,2018,FC Barcelona,Sevilla FC,out
Aleix Vidal,28.0,Right Winger,£8.37m,8.37,2018,Sevilla FC,FC Barcelona,in
Aleix Vidal,29.0,Right Winger,Loan,0.0,2019,Sevilla FC,Alavés,out
Aleix Vidal,29.0,Right Winger,Loan,0.0,2019,Deportivo Alavés,Sevilla FC,in
Aleix Vidal,30.0,Right-Back,"End of loanJul 20, 2020",0.0,2020,Sevilla FC,Alavés,in
Aleix Vidal,30.0,Right-Back,"End of loanJul 20, 2020",0.0,2020,Deportivo Alavés,Sevilla FC,out
Alejandro Alonso,26.0,Right Midfield,£2.25m,2.25,2008,FC Girondins Bordeaux,Monaco,out
Alejandro Alonso,26.0,Right Midfield,£2.25m,2.25,2008,AS Monaco,G. Bordeaux,in
Alejandro Alonso,28.0,Right Midfield,£180Th.,0.18,2010,AS Monaco,Saint-Étienne,out
Alejandro Alonso,28.0,Right Midfield,£180Th.,0.18,2010,AS Saint-Étienne,Monaco,in
Alejandro Domínguez,25.0,Attacking Midfield,£6.30m,6.3,2006,Rubin Kazan,Zenit S-Pb,out
Alejandro Domínguez,25.0,Attacking Midfield,£6.30m,6.3,2006,Zenit St. Petersburg,Rubin Kazan,in
Alejandro Domínguez,27.0,Attacking Midfield,£3.60m,3.6,2008,Rubin Kazan,Zenit S-Pb,in
Alejandro Domínguez,27.0,Attacking Midfield,£3.60m,3.6,2008,Zenit St. Petersburg,Rubin Kazan,out
Alejandro Domínguez,31.0,Attacking Midfield,Free transfer,0.0,2012,Valencia CF,Rayo Vallecano,out
Alejandro Domínguez,31.0,Attacking Midfield,Free transfer,0.0,2012,Rayo Vallecano,Valencia,in
Aleksandar Ignjovski,23.0,Defensive Midfield,Free transfer,0.0,2014,SV Werder Bremen,E. Frankfurt,out
Aleksandar Ignjovski,23.0,Defensive Midfield,Free transfer,0.0,2014,Eintracht Frankfurt,Werder Bremen,in
Aleksandar Ignjovski,25.0,Defensive Midfield,£675Th.,0.675,2016,Eintracht Frankfurt,SC Freiburg,out
Aleksandar Ignjovski,25.0,Defensive Midfield,£675Th.,0.675,2016,SC Freiburg,E. Frankfurt,in
Aleksandar Kolarov,24.0,Left-Back,£21.47m,21.47,2010,Manchester City,Lazio,in
Aleksandar Kolarov,24.0,Left-Back,£21.47m,21.47,2010,SS Lazio,Man City,out
Aleksandar Kolarov,31.0,Left-Back,£4.50m,4.5,2017,Manchester City,AS Roma,out
Aleksandar Kolarov,31.0,Left-Back,£4.50m,4.5,2017,AS Roma,Man City,in
Aleksandar Kolarov,34.0,Left-Back,£1.35m,1.35,2020,Inter Milan,AS Roma,in
Aleksandar Kolarov,34.0,Left-Back,£1.35m,1.35,2020,AS Roma,Inter,out
Aleksandr Hleb,24.0,Attacking Midfield,£13.50m,13.5,2005,Arsenal FC,VfB Stuttgart,in
Aleksandr Hleb,24.0,Attacking Midfield,£13.50m,13.5,2005,VfB Stuttgart,Arsenal,out
Aleksandr Hleb,27.0,Attacking Midfield,£15.30m,15.3,2008,Arsenal FC,FC Barcelona,out
Aleksandr Hleb,27.0,Attacking Midfield,£15.30m,15.3,2008,FC Barcelona,Arsenal,in
Aleksandr Hleb,28.0,Attacking Midfield,Loan fee:£1.80m,1.8,2009,VfB Stuttgart,FC Barcelona,in
Aleksandr Hleb,28.0,Attacking Midfield,Loan fee:£1.80m,1.8,2009,FC Barcelona,VfB Stuttgart,out
